"NDB_No"|"Seq"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"Num_Data_Pts"|"Std_Dev"
"18159"|"2"|1.00|"cookie, bite size"|2.20||
"18159"|"3"|1.00|"cookie, medium (2-1/4"" dia)"|10.00||
"18159"|"4"|1.00|"cookie, big (3-1/2"" - 4"" dia)"|40.00||
"18160"|"1"|1.00|"cookie (average weight of 1 cookie)"|12.20|18|2.75
"18161"|"1"|1.00|"oz"|28.35||
"18161"|"2"|1.00|"package (17.5 oz)"|496.00||
"18163"|"1"|1.00|"portion, dough spoon from roll"|29.00|3|4.21
"18163"|"2"|1.00|"oz"|28.35||
"18164"|"1"|1.00|"oz"|28.35||
"18164"|"2"|1.00|"cookie, medium (2-1/4"" dia)"|12.00||
"18165"|"1"|1.00|"oz"|28.35||
"18165"|"2"|1.00|"bar (2"" square)"|32.00||
"18165"|"3"|1.00|"cookie, medium (2-1/4"" dia)"|16.00||
"18166"|"1"|1.00|"cookie"|11.50|12|0.26
"18166"|"2"|3.00|"cookies (1 NLEA serving)"|34.00||
"18167"|"1"|1.00|"oz"|28.35||
"18167"|"2"|1.00|"cookie"|17.00||
"18168"|"1"|1.00|"oz"|28.35||
"18168"|"2"|1.00|"cookie"|13.00||
"18169"|"1"|1.00|"oz"|28.35||
"18169"|"2"|1.00|"cookie, medium (2"" dia)"|24.00||
"18170"|"1"|1.00|"oz"|28.35||
"18170"|"2"|1.00|"Figaroo (2 square halves)"|43.00||
"18170"|"3"|1.00|"cookie"|16.00||
"18170"|"4"|1.00|"individual package (2 oz package containing 2 3"" bars)"|57.00||
"18171"|"1"|1.00|"oz"|28.35||
"18171"|"2"|1.00|"cookie"|8.00||
"18172"|"1"|1.00|"oz"|28.35||
"18172"|"2"|1.00|"cookie"|7.00||
"18172"|"3"|1.00|"large (approx 3-1/2"" to 4"" dia)"|32.00||
"18173"|"1"|1.00|"cup, crushed"|84.00||
"18173"|"2"|1.00|"oz"|28.35||
"18173"|"3"|1.00|"large rectangular piece or 2 squares or 4 small rectangular pieces"|14.00||
"18173"|"4"|1.00|"cracker (2-1/2"" square)"|7.00||
"18174"|"1"|1.00|"oz"|28.35||
"18174"|"2"|1.00|"cracker (2-1/2"" square)"|14.00||
"18175"|"1"|1.00|"oz"|28.35||
"18175"|"2"|1.00|"anisette sponge (4"" x 1-1/8"" x 7/8"")"|13.00||
"18175"|"3"|1.00|"breakfast treat (approx 4"" x 2"" x 7/8"")"|24.00||
"18175"|"5"|1.00|"ladyfinger"|11.00||
"18176"|"1"|1.00|"oz"|28.35||
"18176"|"2"|1.00|"Fudge Marshmallow"|28.00||
"18176"|"3"|1.00|"pie, marshmallow (3"" dia x 3/4"")"|39.00||
"18176"|"4"|1.00|"cookie, small (1-3/4"" dia x 3/4"")"|13.00||
"18177"|"1"|1.00|"oz"|28.35||
"18177"|"2"|1.00|"large (3-1/2"" to 4"" dia) (include Archway brand)"|32.00||
"18177"|"3"|1.00|"medium"|15.00||
"18177"|"4"|1.00|"cookie, Little Debbie"|20.00||
"18178"|"1"|1.00|"oz"|28.35||
"18178"|"2"|1.00|"cookie, big (3-1/2"" - 4"" dia) (include Archway brand, Grandma brand)"|25.00||
"18178"|"3"|1.00|"large"|18.00||
"18179"|"1"|1.00|"oz"|28.35||
"18179"|"2"|1.00|"cookie"|15.00||
"18180"|"1"|1.00|"oz"|28.35||
"18180"|"2"|1.00|"package (17.5 oz)"|496.00||
"18182"|"1"|1.00|"oz"|28.35||
"18182"|"2"|1.00|"portion, dough for 1 cookie"|16.00||
"18183"|"1"|1.00|"oz"|28.35||
"18183"|"2"|1.00|"cookie"|12.00||
"18184"|"1"|1.00|"oz"|28.35||
"18184"|"2"|1.00|"cookie (2-5/8"" dia)"|15.00||
"18185"|"1"|1.00|"oz"|28.35||
"18185"|"2"|1.00|"cookie"|15.00||
"18186"|"1"|1.00|"oz"|28.35||
"18186"|"2"|1.00|"cookie"|15.00||
"18187"|"1"|1.00|"oz"|28.35||
"18187"|"2"|1.00|"portion, dough for 1 cookie"|16.00||
"18188"|"1"|1.00|"oz"|28.35||
"18188"|"2"|1.00|"cookie"|12.00||
"18189"|"1"|1.00|"oz"|28.35||
"18189"|"2"|1.00|"cookie (3"" dia)"|20.00||
"18190"|"1"|1.00|"oz"|28.35||
"18190"|"2"|1.00|"cookie"|14.00||
"18191"|"1"|1.00|"oz"|28.35||
"18191"|"2"|1.00|"cookie"|15.00||
"18192"|"1"|1.00|"oz"|28.35||
"18192"|"2"|1.00|"cookie (1-5/8"" square)"|8.00||
"18193"|"1"|1.00|"oz"|28.35||
"18193"|"2"|1.00|"cookie (2"" dia)"|14.00||
"18196"|"1"|1.00|"oz"|28.35||
"18196"|"2"|1.00|"package (8.5 oz)"|241.00||
"18197"|"1"|1.00|"oz"|28.35||
"18197"|"2"|1.00|"brownie (2"" square)"|22.00||
"18198"|"1"|1.00|"oz"|28.35||
"18198"|"2"|1.00|"cookie, medium (1-5/8"" dia)"|7.00||
"18199"|"1"|1.00|"oz"|28.35||
"18199"|"2"|1.00|"cookie"|10.00||
"18200"|"1"|1.00|"oz"|28.35||
"18200"|"2"|1.00|"cookie, medium (1-5/8"" dia)"|7.00||
"18201"|"1"|1.00|"oz"|28.35||
"18201"|"2"|1.00|"cookie"|10.00||
"18202"|"1"|1.00|"oz"|28.35||
"18202"|"2"|1.00|"wafer"|4.00||
"18203"|"1"|1.00|"oz"|28.35||
"18203"|"2"|1.00|"cookie, medium (1-5/8"" dia)"|7.00||
"18204"|"1"|1.00|"oz"|28.35||
"18204"|"2"|1.00|"cookie"|15.00||
"18205"|"1"|1.00|"cookie dough for 1rolled cookie"|17.00|3|0.74
"18205"|"2"|1.00|"cookie 1 pre-sliced cookie dough"|26.00|5|0.44
"18205"|"3"|1.00|"oz"|28.35||
"18206"|"1"|1.00|"cookie 1 rolled cookie dough"|15.00|3|1.14
"18206"|"2"|1.00|"cookie 1 pre-sliced cookie dough"|23.00|5|0.44
"18206"|"3"|1.00|"oz"|28.35||
"18208"|"1"|1.00|"oz"|28.35||
"18208"|"2"|1.00|"cookie (3"" dia)"|14.00||
"18209"|"1"|1.00|"oz"|28.35||
"18209"|"2"|1.00|"wafer, large (3-1/2"" x 1"" x 1/2"")"|9.00||
"18209"|"3"|1.00|"wafer, small (2-1/2"" x 3/4"" x 1/4"")"|3.50||
"18210"|"1"|1.00|"oz"|28.35||
"18210"|"2"|1.00|"cookie, oval (3-1/8"" x 1-1/4"" x 3/8"")"|15.00||
"18210"|"3"|1.00|"cookie, round (1-3/4"" dia)"|10.00||
"18211"|"1"|1.00|"oz"|28.35||
"18211"|"2"|1.00|"sheet"|245.00||
"18211"|"3"|1.00|"shell"|40.00||
"18212"|"1"|1.00|"cup, crumbs"|80.00||
"18212"|"2"|1.00|"oz"|28.35||
"18212"|"3"|1.00|"large"|6.00||
"18212"|"4"|1.00|"medium"|4.00||
"18212"|"5"|1.00|"small"|3.00||
"18213"|"1"|1.00|"oz"|28.35||
"18213"|"2"|1.00|"wafer"|6.00||
"18214"|"1"|1.00|"cup, bite size"|62.00||
"18214"|"2"|1.00|"cup, crushed"|72.00||
"18214"|"3"|1.00|"gold fish"|0.60||
"18214"|"4"|1.00|"bag, single serving"|28.00||
"18214"|"5"|1.00|"cracker, small square"|1.00||
"18214"|"6"|1.00|"snack stick"|2.00||
"18214"|"7"|1.00|"cracker (1"" square)"|1.00||
"18214"|"8"|0.50|"oz"|14.20||
"18215"|"1"|6.00|"cracker"|39.00||
"18215"|"2"|1.00|"sandwich"|6.50||
"18215"|"3"|0.50|"oz"|14.20||
"18215"|"4"|1.00|"cup, crushed"|83.00||
"18216"|"1"|1.00|"cup, crushed"|55.00||
"18216"|"2"|1.00|"crispbread"|10.00||
"18216"|"3"|1.00|"wafer, thin"|2.00||
"18216"|"4"|1.00|"wafer"|10.00||
"18216"|"5"|1.00|"cracker, Norwegian flatbread (4-3/4"" x 2-3/4"" x 1/16"")"|5.80||
"18216"|"6"|0.50|"oz"|14.20||
"18216"|"7"|1.00|"wafer, Rye Krisp (triple cracker)"|25.00||
"18216"|"8"|1.00|"crispbread, Wasa rye"|10.00||
"18217"|"1"|1.00|"matzo"|28.00||
"18217"|"2"|0.50|"oz"|14.20||
"18218"|"1"|1.00|"matzo"|28.00||
"18218"|"2"|0.50|"oz"|14.20||
"18219"|"1"|1.00|"matzo"|28.00||
"18219"|"2"|0.50|"oz"|14.20||
"18220"|"1"|1.00|"cup pieces"|30.00||
"18220"|"2"|1.00|"cup, rounds"|33.00||
"18220"|"3"|1.00|"melba round"|3.00||
"18220"|"4"|1.00|"piece (3-3/4"" x 1-3/4"" x 1/8"")"|5.00||
"18220"|"5"|0.50|"oz"|14.20||
"18221"|"1"|0.50|"oz"|14.20||
"18221"|"2"|1.00|"toast"|5.00||
"18222"|"1"|0.50|"oz"|14.20||
"18222"|"2"|1.00|"toast"|5.00||
"18223"|"1"|1.00|"cracker"|11.00||
"18223"|"2"|0.50|"oz"|14.20||
"18224"|"1"|1.00|"rusk"|10.00||
"18224"|"2"|0.50|"oz"|14.20||
"18225"|"1"|0.50|"oz"|14.20||
"18225"|"2"|1.00|"cracker, sandwich"|7.00||
"18226"|"1"|1.00|"cup, crushed"|61.00||
"18226"|"2"|1.00|"cracker (4-1/2"" x 2-1/2"" x 1/8"")"|11.00||
"18226"|"3"|0.50|"oz"|14.20||
"18226"|"4"|1.00|"cracker, triple"|25.00||
"18227"|"1"|0.50|"oz"|14.20||
"18227"|"2"|1.00|"cracker, triple"|22.00||
"18228"|"1"|1.00|"cup, crushed"|70.00||
"18228"|"2"|5.00|"crackers square (1 serving)"|15.00||
"18228"|"3"|1.00|"cracker square"|3.00|24|0.13
"18228"|"4"|1.00|"cracker, round large"|10.00||
"18228"|"5"|1.00|"cracker, oyster"|1.00||
"18228"|"6"|1.00|"cracker, rectangle"|6.00||
"18228"|"7"|1.00|"cup oyster crackers"|45.00||
"18229"|"1"|5.00|"crackers, regular size, round (1 serving)"|16.00|2|
"18229"|"2"|1.00|"cracker, round"|3.20|8|0.14
"18229"|"3"|1.00|"cracker, rectangular"|4.00||
"18229"|"4"|1.00|"cup crushed"|52.00|8|1.58
"18230"|"1"|0.50|"oz"|14.20||
"18230"|"2"|1.00|"cracker, sandwich"|7.00||
"18231"|"1"|0.50|"oz"|14.20||
"18231"|"2"|1.00|"cracker, sandwich"|7.00||
"18232"|"1"|1.00|"serving"|31.00||
"18232"|"2"|1.00|"cracker, thin square"|2.00||
"18232"|"3"|16.00|"Wheat Thins"|31.00||
"18232"|"4"|1.00|"cup, crushed"|83.00||
"18233"|"1"|0.50|"oz"|14.20||
"18233"|"2"|1.00|"cracker, sandwich"|7.00||
"18234"|"1"|0.50|"oz"|14.20||
"18234"|"2"|1.00|"cracker, sandwich"|7.00||
"18235"|"1"|1.00|"serving"|28.00||
"18235"|"2"|6.00|"crackers, Triscuits, regular size"|28.00||
"18235"|"3"|1.00|"cracker"|4.60|12|0.27
"18235"|"4"|0.50|"oz"|14.20||
"18235"|"5"|1.00|"cup, crushed"|94.00||
"18235"|"6"|10.00|"Triscuit Bits"|10.00||
"18236"|"1"|1.00|"cup"|115.00||
"18236"|"2"|1.00|"oz"|28.35||
"18237"|"1"|1.00|"oz"|28.35||
"18237"|"2"|1.00|"eclair (5"" x 2"" x 1-3/4"")"|48.00||
"18237"|"3"|1.00|"cream puff shell"|66.00||
"18238"|"1"|1.00|"oz"|28.35||
"18238"|"2"|1.00|"cream puff"|130.00||
"18238"|"3"|1.00|"eclair (5"" x 2"" x 1-3/4"")"|90.00||
"18238"|"4"|1.00|"cream puff, miniature"|23.00||
"18239"|"1"|1.00|"oz"|28.35||
"18239"|"2"|1.00|"croissant, mini"|28.00||
"18239"|"3"|1.00|"croissant, small"|42.00||
"18239"|"4"|1.00|"croissant, medium"|57.00||
"18239"|"5"|1.00|"croissant, large"|67.00||
"18240"|"1"|1.00|"oz"|28.35||
"18240"|"2"|1.00|"croissant, medium"|57.00||
"18241"|"1"|1.00|"oz"|28.35||
"18241"|"2"|1.00|"croissant, small"|42.00||
"18241"|"3"|1.00|"croissant, medium"|57.00||
"18241"|"4"|1.00|"croissant, large"|67.00||
"18242"|"1"|1.00|"cup"|30.00||
"18242"|"2"|0.50|"oz"|14.20||
"18243"|"1"|1.00|"cup"|40.00||
"18243"|"2"|1.00|"package, fast food"|10.00||
"18243"|"3"|4.00|"cubes"|1.00||
"18243"|"4"|0.50|"oz"|14.20||
"18244"|"1"|1.00|"oz"|28.35||
"18244"|"2"|1.00|"large (approx 7"" dia)"|142.00||
"18244"|"3"|1.00|"small or frozen (approx 3"" dia)"|35.00||
"18244"|"4"|1.00|"pastry (4-1/4"" dia)"|65.00||
"18244"|"5"|1.00|"Toaster Strudel"|53.00||
"18244"|"6"|1.00|"piece (1/8 of 15 oz ring)"|53.00||
"18245"|"1"|1.00|"oz"|28.35||
"18245"|"2"|1.00|"pastry"|71.00||
"18246"|"1"|1.00|"oz"|28.35||
"18246"|"2"|1.00|"large (approx 7"" dia)"|142.00||
"18246"|"3"|1.00|"small or frozen (approx 3"" dia)"|35.00||
"18246"|"4"|1.00|"pastry (4-1/4"" dia)"|71.00||
"18246"|"5"|1.00|"Toaster Strudel"|53.00||
"18246"|"6"|1.00|"piece (1/8 of 15 oz ring)"|53.00||
"18247"|"1"|1.00|"oz"|28.35||
"18247"|"2"|1.00|"pastry (4-1/4"" dia)"|65.00||
"18247"|"3"|1.00|"piece (1/8 of 15 oz ring)"|53.00||
"18248"|"1"|1.00|"oz"|28.35||
"18248"|"2"|1.00|"doughnut stick"|52.00||
"18248"|"3"|1.00|"doughnut, long type (twist) (4-1/2"" long)"|52.00||
"18248"|"4"|1.00|"doughnut medium (3-1/4"" dia)"|54.00|10|6.81
"18248"|"5"|1.00|"doughnut, mini (1-1/2"" dia) or doughnut hole"|14.00||
"18248"|"6"|1.00|"doughnut, large (4"" dia)"|71.00||
"18249"|"1"|1.00|"oz"|28.35||
"18249"|"2"|1.00|"donettes (2"" dia)"|18.00|10|2.32
"18249"|"3"|1.00|"doughnut, medium (approx 3"" dia)"|43.00||
"18249"|"4"|1.00|"doughnut large (approx 3-1/2"" dia)"|67.00|8|8.75
"18250"|"1"|1.00|"oz"|28.35||
"18250"|"2"|1.00|"doughnut, medium (approx 3"" dia)"|45.00||
"18251"|"1"|1.00|"oz"|28.35||
"18251"|"2"|1.00|"doughnut (3-3/4"" dia)"|60.00||
"18251"|"3"|1.00|"doughnut, medium (approx 3"" dia)"|42.00||
"18252"|"1"|1.00|"oz"|28.35||
"18252"|"2"|1.00|"doughnut (2"" dia)"|28.00||
"18252"|"3"|1.00|"doughnut, medium (approx 3"" dia)"|45.00||
"18253"|"1"|1.00|"oz"|28.35||
"18253"|"2"|1.00|"cruller (3"" dia)"|41.00||
"18254"|"1"|1.00|"oz"|28.35||
"18254"|"2"|1.00|"doughnut oval (3-1/2"" x 2-1/2"")"|85.00||
"18255"|"1"|1.00|"oz"|28.35||
"18255"|"10"|1.00|"doughnut, small (approx 3"" dia)"|31.00||
"18255"|"11"|1.00|"doughnut (approx 1-1/2 oz)"|42.00||
"18255"|"12"|1.00|"doughnut (3-3/4"" dia)"|60.00||
"18255"|"13"|1.00|"honeybun (4"" x 3"")"|65.00||
"18255"|"14"|1.00|"honeybun (4-1/2"" x 3-1/2"")"|78.00||
"18255"|"15"|1.00|"honeybun (5"" x 3-1/2"")"|85.00||
"18255"|"2"|1.00|"doughnut hole"|13.00||
"18255"|"3"|1.00|"doughnut stick"|56.00||
"18255"|"4"|1.00|"extra large (approx 5"" dia)"|122.00||
"18255"|"5"|1.00|"jumbo (approx 6"" dia)"|157.00||
"18255"|"6"|1.00|"doughnut, large (approx 4-1/4"" dia)"|75.00||
"18255"|"7"|1.00|"doughnut, long type (twist) approx 5-1/4"" x 2-1/2"" x 1-1/2"" high)"|90.00||
"18255"|"9"|1.00|"doughnut medium (approx 3-3/4"" dia)"|64.00|20|12.31
"18256"|"1"|1.00|"oz"|28.35||
"18256"|"2"|1.00|"doughnut oval (3-1/2"" x 2-1/2"")"|85.00||
"18257"|"1"|1.00|"oz"|28.35||
"18257"|"2"|1.00|"cream puff (3-1/2"" x 2"")"|112.00||
"18257"|"3"|1.00|"eclair (5"" x 2"" x 1-3/4"")"|100.00||
"18257"|"4"|1.00|"eclair, frozen"|78.00||
"18258"|"1"|1.00|"oz"|28.35||
"18258"|"2"|1.00|"muffin"|57.00||
"18259"|"1"|1.00|"oz"|28.35||
"18259"|"2"|1.00|"muffin"|52.00||
"18260"|"1"|1.00|"oz"|28.35||
"18260"|"2"|1.00|"muffin"|66.00||
"18261"|"1"|1.00|"oz"|28.35||
"18261"|"2"|1.00|"muffin"|61.00||
"18262"|"1"|1.00|"oz"|28.35||
"18262"|"2"|1.00|"muffin"|57.00||
"18263"|"1"|1.00|"oz"|28.35||
"18263"|"2"|1.00|"muffin"|52.00||
"18264"|"1"|1.00|"oz"|28.35||
"18264"|"2"|1.00|"muffin"|57.00||
"18265"|"1"|1.00|"oz"|28.35||
"18265"|"2"|1.00|"muffin"|52.00||
"18266"|"1"|1.00|"oz"|28.35||
"18266"|"2"|1.00|"muffin"|66.00||
"18267"|"1"|1.00|"oz"|28.35||
"18267"|"2"|1.00|"muffin"|61.00||
"18268"|"1"|1.00|"oz"|28.35||
"18268"|"2"|1.00|"piece"|59.00||
"18269"|"1"|1.00|"oz"|28.35||
"18269"|"2"|1.00|"slice"|65.00||
"18270"|"1"|1.00|"cup"|152.00||
"18270"|"2"|1.00|"oz"|28.35||
"18270"|"3"|1.00|"hush puppy"|22.00||
"18271"|"1"|1.00|"oz"|28.35||
"18271"|"2"|1.00|"cone"|4.00||
"18271"|"3"|1.00|"large waffle cone"|29.00||
"18272"|"1"|1.00|"oz"|28.35||
"18272"|"2"|1.00|"cone"|10.00||
"18273"|"1"|1.00|"oz"|28.35||
"18273"|"2"|1.00|"muffin"|57.00||
"18274"|"1"|1.00|"mini (1-1/4"" dia)"|17.00|19|6.36
"18274"|"2"|1.00|"small (2-3/4"" dia x 2"")"|66.00|15|10.20
"18274"|"3"|1.00|"medium"|113.00|11|8.14
"18274"|"4"|1.00|"large (3-1/4"" dia x 2-3/4"")"|139.00|8|6.27
"18274"|"5"|1.00|"extra large"|168.00|23|8.16
"18274"|"6"|1.00|"oz"|28.35||
"18275"|"1"|1.00|"oz"|28.35||
"18275"|"2"|1.00|"package, mix + drained berries"|356.00||
"18277"|"1"|1.00|"oz"|28.35||
"18277"|"2"|1.00|"muffin, toaster"|33.00||
"18278"|"1"|1.00|"oz"|28.35||
"18278"|"2"|1.00|"muffin"|57.00||
"18279"|"1"|1.00|"mini"|17.00|19|6.36
"18279"|"2"|1.00|"small"|66.00|15|10.20
"18279"|"3"|1.00|"medium"|113.00|11|8.14
"18279"|"4"|1.00|"large"|139.00|8|6.27
"18279"|"5"|1.00|"extra large"|168.00|23|8.16
"18279"|"6"|1.00|"oz"|28.35||
"18280"|"1"|1.00|"oz"|28.35||
"18281"|"1"|1.00|"oz"|28.35||
"18281"|"2"|1.00|"muffin, toaster"|33.00||
"18282"|"1"|1.00|"oz"|28.35||
"18282"|"2"|1.00|"muffin (2-3/4"" dia x 2"")"|57.00||
"18283"|"1"|1.00|"mini"|17.00|19|6.36
"18283"|"2"|1.00|"small"|66.00|15|10.20
"18283"|"3"|1.00|"medium"|113.00|11|8.14
"18283"|"4"|1.00|"large"|139.00|8|6.27
"18283"|"5"|1.00|"extra large"|168.00|23|8.16
"18283"|"6"|1.00|"oz"|28.35||
"18284"|"1"|1.00|"oz"|28.35||
"18284"|"2"|1.00|"package (7 oz)"|198.00||
"18286"|"1"|1.00|"oz"|28.35||
"18286"|"2"|1.00|"muffin, toaster"|36.00||
"18288"|"1"|1.00|"pancake"|41.00|35|1.33
"18288"|"2"|1.00|"pancake (6"" dia)"|73.00||
"18288"|"3"|1.00|"mini pancake"|10.10|64|0.77
"18288"|"4"|1.00|"oz"|28.35||
"18289"|"1"|1.00|"cup, poured from box"|130.00||
"18289"|"2"|1.00|"oz"|28.35||
"18290"|"1"|1.00|"oz"|28.35||
"18290"|"2"|1.00|"pancake (4"" dia)"|38.00||
"18290"|"3"|1.00|"pancake (6"" dia)"|77.00||
"18291"|"1"|1.00|"cup, poured from box"|112.00||
"18291"|"2"|1.00|"oz"|28.35||
"18292"|"1"|1.00|"oz"|28.35||
"18292"|"2"|1.00|"pancake (4"" dia)"|38.00||
"18292"|"3"|1.00|"pancake (6"" dia)"|77.00||
"18293"|"1"|1.00|"oz"|28.35||
"18293"|"2"|1.00|"pancake (4"" dia)"|38.00||
"18293"|"3"|1.00|"pancake (6"" dia)"|77.00||
"18294"|"1"|1.00|"oz"|28.35||
"18294"|"2"|1.00|"pancake (4"" dia)"|38.00||
"18294"|"3"|1.00|"pancake (6"" dia)"|77.00||
"18295"|"1"|1.00|"cup, poured from box"|122.00||
"18295"|"2"|1.00|"oz"|28.35||
"18297"|"1"|1.00|"oz"|28.35||
"18297"|"2"|1.00|"package (8 oz)"|227.00||
"18299"|"1"|1.00|"cup, poured from box"|140.00||
"18299"|"2"|1.00|"oz"|28.35||
"18300"|"1"|1.00|"oz"|28.35||
"18300"|"2"|1.00|"pancake (4"" dia)"|44.00||
"18300"|"3"|1.00|"pancake (6"" dia)"|129.00||
"18301"|"1"|1.00|"oz"|28.35||
"18301"|"2"|1.00|"piece (1/8 of 9"" dia)"|125.00||
"18301"|"3"|1.00|"piece (1/6 of 8"" pie)"|117.00||
"18302"|"1"|1.00|"oz"|28.35||
"18302"|"2"|1.00|"piece (1/8 of 9"" dia)"|155.00||
"18303"|"1"|1.00|"oz"|28.35||
"18303"|"2"|1.00|"piece (1/8 of 9"" dia)"|92.00||
"18303"|"3"|1.00|"piece (1/6 of 8"" pie)"|123.00||
"18304"|"1"|1.00|"oz"|28.35||
"18304"|"2"|1.00|"pie (9"" dia)"|1186.00||
"18304"|"3"|1.00|"piece (1/8 of 9"" dia)"|144.00||
"18305"|"1"|1.00|"oz"|28.35||
"18305"|"2"|1.00|"piece (1/8 of 9"" dia)"|125.00||
"18305"|"3"|1.00|"piece (1/6 of 8"" pie)"|117.00||
"18306"|"1"|1.00|"oz"|28.35||
"18306"|"2"|1.00|"piece (1/8 of 9"" dia)"|147.00||
"18308"|"1"|1.00|"oz"|28.35||
"18308"|"2"|1.00|"piece (1/8 of 9"" dia)"|125.00||
"18308"|"3"|1.00|"piece (1/6 of 8"" pie)"|117.00||
"18309"|"1"|1.00|"oz"|28.35||
"18309"|"2"|1.00|"piece (1/8 of 9"" dia)"|180.00||
"18310"|"1"|1.00|"oz"|28.35||
"18310"|"2"|1.00|"piece (1/4 of 6"" pie)"|99.00||
"18310"|"3"|1.00|"piece (1/6 of 8"" pie)"|113.00||
"18312"|"1"|1.00|"oz"|28.35||
"18312"|"2"|1.00|"piece (1/8 of 9"" dia)"|95.00||
"18313"|"1"|1.00|"oz"|28.35||
"18313"|"2"|1.00|"piece (1/6 of 7"" pie)"|64.00||
"18313"|"3"|1.00|"piece (1/8 of 7"" pie)"|48.00||
"18314"|"1"|1.00|"oz"|28.35||
"18314"|"2"|1.00|"piece (1/8 of 9"" dia)"|94.00||
"18316"|"1"|1.00|"oz"|28.35||
"18316"|"2"|1.00|"piece (1/6 of 8"" pie)"|104.00||
"18317"|"1"|1.00|"oz"|28.35||
"18317"|"2"|1.00|"piece (1/6 of 8"" pie)"|105.00||
"18319"|"1"|1.00|"oz"|28.35||
"18319"|"2"|1.00|"pie (5"" x 3-3/4"")"|128.00||
"18320"|"1"|1.00|"oz"|28.35||
"18320"|"2"|1.00|"piece (1/6 of 8"" pie)"|113.00||
"18321"|"1"|1.00|"oz"|28.35||
"18321"|"2"|1.00|"piece (1/8 of 9"" dia)"|127.00||
"18322"|"1"|1.00|"oz"|28.35||
"18322"|"2"|1.00|"piece (1/8 of 9"" dia)"|165.00||
"18323"|"1"|1.00|"oz"|28.35||
"18323"|"2"|1.00|"piece (1/6 of 8"" pie)"|117.00||
"18324"|"1"|1.00|"oz"|28.35||
"18324"|"2"|1.00|"slice"|133.00|8|8.55
"18324"|"3"|1.00|"pie"|833.00|8|121.50
"18325"|"1"|1.00|"oz"|28.35||
"18325"|"2"|1.00|"piece (1/8 of 9"" dia)"|122.00||
"18326"|"1"|1.00|"oz"|28.35||
"18326"|"2"|1.00|"slice"|133.00|12|3.07
"18326"|"3"|1.00|"pie"|995.00|12|17.04
"18327"|"1"|1.00|"oz"|28.35||
"18327"|"2"|1.00|"piece (1/8 of 9"" dia)"|155.00||
"18328"|"1"|1.00|"oz"|28.35||
"18328"|"2"|1.00|"piece (1/8 of 9"" dia)"|126.00||
"18330"|"1"|1.00|"pie shell (9"" dia)"|210.00||
"18330"|"2"|1.00|"tart shell"|22.00||
"18330"|"3"|1.00|"crust, single 9"""|239.00||
"18330"|"4"|1.00|"piece (1/8 of 9"" crust)"|30.00||
"18332"|"1"|1.00|"oz"|28.35||
"18332"|"2"|1.00|"package (10 oz)"|284.00||
"18333"|"1"|1.00|"crust, single 9"""|160.00||
"18333"|"2"|1.00|"piece (1/8 of 9"" crust)"|20.00||
"18334"|"1"|1.00|"pie crust (average weight of 1 frozen crust)"|173.00|8|32.47
"18335"|"1"|1.00|"pie crust (average weight of 1 baked crust)"|154.00|8|30.96
"18336"|"1"|1.00|"crust, single 9"""|180.00||
"18336"|"2"|1.00|"piece (1/8 of 9"" crust)"|23.00||
"18337"|"1"|1.00|"oz"|28.35||
"18337"|"2"|1.00|"shell"|47.00||
"18338"|"1"|1.00|"oz"|28.35||
"18338"|"2"|1.00|"sheet dough"|19.00||
"18339"|"1"|1.00|"oz"|28.35||
"18339"|"2"|1.00|"package (6 oz)"|170.00||
"18342"|"1"|1.00|"roll (1 oz)"|28.00||
"18342"|"2"|1.00|"each (pan, dinner, or small roll) (2"" square, 2"" high)"|25.00|6|4.13
"18342"|"3"|1.00|"roll (hamburger, frankfurter, onion roll, bun, large roll)"|43.00||
"18342"|"4"|1.00|"roll (foot long frankfurter roll)"|86.00||
"18344"|"1"|1.00|"oz"|28.35||
"18344"|"2"|1.00|"roll (2-1/2"" dia)"|35.00||
"18345"|"1"|1.00|"oz"|28.35||
"18345"|"2"|1.00|"roll"|33.00||
"18346"|"1"|1.00|"large (approx 3-1/2"" to 4"" dia)"|43.00||
"18346"|"2"|1.00|"medium"|36.00||
"18346"|"3"|1.00|"small (2-3/8"" dia)"|28.00||
"18347"|"1"|1.00|"roll (1 oz)"|28.00||
"18348"|"1"|1.00|"roll (hamburger, frankfurter roll)"|43.00||
"18348"|"2"|1.00|"roll, large submarine, hoagie"|135.00||
"18348"|"3"|1.00|"medium (2-1/2"" dia)"|36.00||
"18348"|"4"|1.00|"roll medium submarine, hoagie"|94.00||
"18348"|"5"|1.00|"roll (small submarine, hoagie roll)"|65.00||
"18348"|"6"|1.00|"roll (1 oz)"|28.00||
"18349"|"1"|1.00|"oz"|28.35||
"18349"|"2"|1.00|"roll"|38.00||
"18350"|"1"|1.00|"oz"|28.35||
"18350"|"2"|1.00|"roll"|43.00||
"18351"|"1"|1.00|"oz"|28.35||
"18351"|"2"|1.00|"roll"|43.00||
"18352"|"1"|1.00|"oz"|28.35||
"18352"|"2"|1.00|"roll"|43.00||
"18353"|"1"|1.00|"oz"|28.35||
"18353"|"2"|1.00|"roll (3-1/2"" dia)"|57.00||
"18354"|"1"|1.00|"oz"|28.35||
"18354"|"2"|1.00|"piece"|71.00||
"18355"|"1"|1.00|"oz"|28.35||
"18355"|"2"|1.00|"roll"|66.00||
"18356"|"1"|1.00|"oz"|28.35||
